,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
381055,08:18.0,8.9,2011-07-10 15:08:18 UTC,-73.983682,40.749594,-73.97952,40.772605,2
589807,16:00.0,5.0,2013-01-14 20:16:00 UTC,-73.987797,40.757342,-73.987797,40.757342,5
243133,23:31.0,19.7,2009-04-21 00:23:31 UTC,-73.999394,40.733526,-73.974935,40.649395,1
206152,19:00.0,9.0,2014-06-18 08:19:00 UTC,-73.97419000000001,40.751020000000004,-73.98545,40.74317,1
144311,22:14.0,6.5,2012-02-09 20:22:14 UTC,-73.97851800000001,40.684279,-73.996288,40.668988,1
355584,45:00.0,4.9,2011-08-07 15:45:00 UTC,-73.993697,40.73355,-74.00444,40.730698,2
280086,44:56.0,5.0,2014-12-19 14:44:56 UTC,-74.00275,40.749812,-73.992747,40.753559,1
492340,36:26.0,6.2,2009-04-04 22:36:26 UTC,-73.968241,40.765276,-73.977777,40.749701,1
550310,33:02.0,2.9,2010-08-31 00:33:02 UTC,-73.998899,40.728172,-73.99666500000001,40.729632,1
570955,19:00.0,12.1,2012-02-23 21:19:00 UTC,-73.971757,40.759825,-74.00184200000001,40.727058,1
184010,54:03.0,24.9,2012-07-28 18:54:03 UTC,-73.872792,40.774338,-73.969596,40.67694,1
427737,31:39.0,7.5,2015-03-21 02:31:39 UTC,-73.98519135,40.76377106,-73.977005,40.74989319,1
882407,57:13.0,28.5,2010-09-13 02:57:13 UTC,-73.981912,40.762768,-73.977987,40.754158000000004,1
316026,19:36.0,6.5,2015-02-08 20:19:36 UTC,-73.97126007,40.75830841,-73.9562149,40.76742172,1
968643,22:00.0,12.1,2009-07-14 22:22:00 UTC,-73.988155,40.755063,-73.967493,40.804552,1
111385,10:38.0,11.7,2009-09-08 10:10:38 UTC,-73.985427,40.757866,-73.975893,40.767865,1
915678,34:29.0,7.5,2014-06-24 23:34:29 UTC,-73.98899300000001,40.736528,-73.97179799999999,40.751646,1
931724,47:00.0,12.9,2010-03-10 08:47:00 UTC,-73.939273,40.805033,-73.97847,40.777542,1
590594,49:00.0,6.9,2010-12-16 09:49:00 UTC,-73.996442,40.736338,-74.00035,40.753142,1
123070,27:58.0,8.5,2013-09-23 21:27:58 UTC,-73.980406,40.780381,-73.95921,40.800121999999995,1
289798,38:22.0,13.5,2013-08-10 14:38:22 UTC,-73.988827,40.742571000000005,-73.97305899999999,40.780190000000005,1
881321,50:18.0,7.7,2011-09-27 09:50:18 UTC,-73.996804,40.76744,-73.994433,40.750710999999995,1
716112,11:37.0,4.1,2010-09-15 09:11:37 UTC,-73.99556,40.76948,-73.946675,40.771658,1
757344,20:55.0,8.1,2009-11-17 15:20:55 UTC,-74.007414,40.733459,-73.993775,40.762121,1
668886,26:00.0,10.5,2009-12-28 06:26:00 UTC,-73.975223,40.752146999999994,-74.009943,40.720115,3
118004,34:00.0,11.0,2014-09-29 05:34:00 UTC,-73.96195,40.763652,-73.91974,40.760816999999996,1
255374,46:00.0,6.1,2010-07-05 13:46:00 UTC,-73.993627,40.733205,-74.0051,40.736092,1
139777,00:43.0,30.8,2012-12-31 01:00:43 UTC,-74.000813,40.730931,-73.87078299999999,40.733729,1
653267,03:00.0,9.0,2014-08-05 13:03:00 UTC,-73.981367,40.759237,-73.990267,40.751437,1
180618,51:00.0,9.3,2011-03-26 17:51:00 UTC,-73.996502,40.742943,-73.969032,40.759997,1
113205,43:02.0,7.7,2009-07-26 21:43:02 UTC,-73.972512,40.745157,-73.98745,40.760397999999995,1
342602,12:00.0,22.1,2012-05-24 18:12:00 UTC,-74.002622,40.728402,-73.957758,40.779232,1
973420,19:00.0,6.5,2010-10-15 14:19:00 UTC,-73.97445,40.76085,-73.96915200000001,40.759083000000004,2
12656,38:00.0,20.5,2009-10-29 21:38:00 UTC,-73.991128,40.73263,-73.972413,40.632943,1
812953,40:43.0,16.0,2014-06-02 09:40:43 UTC,-73.951042,40.774797,-73.986226,40.747786,1
525973,40:00.0,15.0,2014-08-06 13:40:00 UTC,-73.99421,40.75108,-73.97608699999999,40.755392,1
818642,39:41.0,9.7,2010-06-12 02:39:41 UTC,-74.002045,40.724507,-73.971174,40.755615999999996,2
514450,50:11.0,6.5,2014-04-16 08:50:11 UTC,-73.968938,40.767433000000004,-73.95527299999999,40.764146000000004,1
762828,47:03.0,24.67,2010-02-10 09:47:03 UTC,-73.874535,40.774093,-73.98082,40.744741,1
931727,12:00.0,14.5,2013-06-23 16:12:00 UTC,-74.007992,40.704842,-73.98520699999999,40.727677,1
692912,11:01.0,9.8,2009-01-13 20:11:01 UTC,-73.998852,40.720084,-73.961632,40.716266999999995,1
620684,07:41.0,12.5,2010-12-17 02:07:41 UTC,-73.99859599999999,40.72464,-73.951399,40.689838,1
521510,03:00.0,10.1,2011-02-12 19:03:00 UTC,-73.987032,40.752345,-74.006945,40.735105,2
106126,06:00.0,5.7,2009-09-30 17:06:00 UTC,-73.977855,40.755552,-73.96459,40.77128,1
236772,05:00.0,8.1,2012-05-14 20:05:00 UTC,-73.959897,40.762471999999995,-73.982815,40.761682,5
668476,21:00.0,7.5,2014-07-02 07:21:00 UTC,-73.99143000000001,40.744932,-73.9761,40.754597,1
97909,50:00.0,8.5,2014-12-23 09:50:00 UTC,-73.983837,40.721578,-73.999725,40.719233,1
361731,10:24.0,8.5,2014-02-05 13:10:24 UTC,-73.98319000000001,40.778078,-73.997189,40.767026,1
784493,18:00.0,7.3,2010-12-31 19:18:00 UTC,-73.978072,40.729513,-74.00073,40.733222999999995,1
759897,15:00.0,8.1,2010-05-31 20:15:00 UTC,-74.000005,40.732932,-73.99005,40.758225,5
282171,58:00.0,19.5,2014-03-04 10:58:00 UTC,-73.969075,40.75398,-74.00784499999999,40.706682,1
835193,05:27.0,15.0,2013-08-21 14:05:27 UTC,-74.005402,40.727709000000004,-73.974216,40.686214,3
150476,03:42.0,4.9,2009-09-09 19:03:42 UTC,-73.985037,40.768708000000004,-73.992227,40.758433000000004,1
8252,18:12.0,9.5,2012-11-27 18:18:12 UTC,-73.98103499999999,40.782478000000005,-73.965464,40.770113,1
954765,11:00.0,25.87,2009-09-27 17:11:00 UTC,-73.971245,40.75116,-73.865153,40.77061,1
792601,50:44.0,12.9,2010-06-04 00:50:44 UTC,-74.006276,40.733327,-73.961839,40.75992,1
193987,20:44.0,17.3,2009-10-24 08:20:44 UTC,-73.948705,40.782216999999996,-73.991309,40.732403000000005,1
201962,37:00.0,9.3,2010-10-24 12:37:00 UTC,-73.991862,40.735817,-73.987402,40.716372,1
473480,16:26.0,4.5,2014-04-12 20:16:26 UTC,-73.974638,40.742298,-73.98083000000001,40.737947,1
897572,34:59.0,8.0,2014-08-29 06:34:59 UTC,-73.964486,40.773539,-73.98051099999999,40.774402,1
197931,33:25.0,5.5,2015-04-07 18:33:25 UTC,-73.97376251,40.79226685,-73.98045349,40.78149033,1
597117,18:00.0,9.0,2014-06-18 21:18:00 UTC,-73.97412,40.751225,-73.95154699999999,40.776125,2
276079,00:00.0,11.0,2013-04-11 22:00:00 UTC,-73.96942,40.763402,-74.00265999999999,40.760682,5
380195,02:00.0,8.0,2014-02-17 03:02:00 UTC,-73.997097,40.720655,-73.9967,40.729797,6
64000,38:00.0,8.5,2013-11-12 07:38:00 UTC,-73.997437,40.756987,-73.97970699999999,40.781307,1
248079,57:00.0,11.0,2014-10-10 17:57:00 UTC,-74.00030500000001,40.75824,-73.979787,40.74937,6
759684,43:46.0,6.5,2010-04-25 19:43:46 UTC,-74.005645,40.738240999999995,-74.008547,40.716484,1
655675,36:11.0,2.9,2009-03-15 06:36:11 UTC,-73.965299,40.76092,-73.96257800000001,40.760356,1
598489,52:00.0,45.0,2010-08-20 22:52:00 UTC,-73.795732,40.643868,-73.87801800000001,40.808723,1
397563,06:00.0,12.5,2013-10-22 08:06:00 UTC,-74.00659,40.736667,-74.01436700000001,40.704375,6
96294,14:52.0,4.1,2012-08-03 18:14:52 UTC,-73.992323,40.743428,-73.989965,40.748218,1
304108,50:00.0,5.5,2014-10-08 17:50:00 UTC,-73.985825,40.741147,-73.978785,40.750602,2
369053,24:00.0,5.5,2013-06-11 22:24:00 UTC,-73.994937,40.736742,-74.005162,40.72932,6
808086,04:37.0,4.0,2013-09-24 08:04:37 UTC,-73.952455,40.76814,-73.94738000000001,40.771187,1
148523,22:00.0,4.9,2011-01-21 19:22:00 UTC,-74.003452,40.726787,-73.994958,40.734853,1
892029,23:00.0,6.9,2010-01-29 19:23:00 UTC,-73.984563,40.728687,-73.988998,40.714138,1
222968,24:01.0,8.5,2010-11-13 15:24:01 UTC,-74.001851,40.719546,-73.989186,40.748129,2
131143,45:46.0,7.0,2015-02-16 10:45:46 UTC,-73.9729538,40.74776077,-73.98445892,40.75439835,1
467518,20:03.0,57.33,2013-05-15 08:20:03 UTC,-73.776707,40.645229,-73.985743,40.763109,2
108900,13:30.0,5.0,2015-01-14 20:13:30 UTC,-73.98014832,40.74882126,-73.99149323,40.7506752,1
485810,37:00.0,18.0,2012-10-23 13:37:00 UTC,-73.970035,40.784275,-73.98070799999999,40.754293,1
578918,01:00.0,10.5,2013-12-04 14:01:00 UTC,-73.964207,40.76088,-73.976067,40.733352000000004,2
757084,33:47.0,16.0,2015-06-18 00:33:47 UTC,-74.00288391,40.73920441,-73.96815491,40.79960251,2
696820,50:00.0,10.5,2013-04-28 01:50:00 UTC,-74.0011,40.73679,-73.989067,40.768547,5
232663,18:38.0,4.5,2010-08-08 02:18:38 UTC,-73.968941,40.757307,-73.972107,40.749512,1
447949,24:00.0,5.0,2013-09-16 13:24:00 UTC,-73.98563,40.747012,-73.987368,40.73881,2
434065,33:51.0,49.8,2011-02-10 08:33:51 UTC,-73.801861,40.675002,-74.012211,40.714144,2
236197,45:36.0,10.9,2011-04-18 07:45:36 UTC,-74.01732,40.727694,-74.01732,40.727694,1
942265,11:03.0,5.3,2010-10-15 23:11:03 UTC,-73.982799,40.731072,-73.97055,40.74926,1
999949,37:06.0,4.5,2009-07-12 23:37:06 UTC,-73.981992,40.736835,-73.99005799999999,40.724857,2
740857,34:18.0,7.5,2013-07-31 00:34:18 UTC,-73.974664,40.756774,-73.996705,40.756051,2
235710,55:00.0,21.7,2010-02-14 03:55:00 UTC,-73.99825,40.69024,-73.91924300000001,40.743417,2
241533,28:44.0,7.7,2009-12-08 15:28:44 UTC,-73.975587,40.765552,-73.975587,40.765552,1
463654,26:51.0,13.5,2012-09-29 10:26:51 UTC,-73.937035,40.74875,-73.98201999999999,40.768404,1
768297,35:38.0,10.1,2009-09-17 12:35:38 UTC,-73.97345200000001,40.760426,-73.951601,40.773679,1
694861,45:00.0,6.1,2009-03-18 14:45:00 UTC,-73.98865500000001,40.746487,-73.98558299999999,40.755762,2
368662,52:32.0,6.1,2011-12-11 20:52:32 UTC,-73.9876,40.7246,-74.0037,40.7368,1
240702,39:37.0,6.1,2012-04-03 09:39:37 UTC,-73.994831,40.745117,-73.992538,40.733719,3
380473,00:48.0,16.5,2011-05-29 00:00:48 UTC,-73.964145,40.805657000000004,-74.003395,40.734103999999995,1
507192,25:00.0,4.9,2010-09-02 21:25:00 UTC,-74.054415,40.66695,-74.04857700000001,40.667196999999994,2
980416,26:52.0,5.0,2015-03-13 23:26:52 UTC,-73.99329376,40.72217178,-73.99327087,40.71936035,4
428466,35:54.0,32.5,2009-04-05 12:35:54 UTC,-74.00046,40.718652,-73.86473000000001,40.770334000000005,1
935904,01:00.0,6.9,2011-06-25 12:01:00 UTC,0.0,0.0,0.0,0.0,1
341548,34:49.0,5.0,2014-10-16 05:34:49 UTC,-73.999717,40.743401,-73.990238,40.756271000000005,1
626835,25:03.0,12.5,2009-01-15 11:25:03 UTC,-73.96772800000001,40.801996,-73.92136500000001,40.816914000000004,1
196302,42:42.0,14.1,2011-02-06 00:42:42 UTC,0.0,0.0,0.0,0.0,1
491443,15:24.0,8.1,2010-06-02 01:15:24 UTC,-74.00623,40.722805,-73.983749,40.774743,1
724459,33:00.0,10.9,2012-07-02 17:33:00 UTC,-73.992982,40.75282,-73.971133,40.754557,4
181092,07:00.0,13.0,2013-04-14 16:07:00 UTC,-73.98491700000001,40.724102,-73.99172,40.749352,1
236487,04:00.0,3.0,2014-12-03 17:04:00 UTC,-73.992712,40.736667,-73.995925,40.738492,6
7105,43:17.0,4.1,2012-01-21 09:43:17 UTC,-73.951066,40.770617,-73.95878,40.774888,1
360735,41:27.0,9.0,2013-02-13 23:41:27 UTC,-73.979337,40.752277,-73.984211,40.775096000000005,1
516824,31:00.0,9.7,2009-09-19 01:31:00 UTC,-73.96429499999999,40.802493,-73.938802,40.828962,5
378545,50:37.0,7.0,2013-10-15 12:50:37 UTC,-73.99935699999999,40.754108,-73.99346700000001,40.743024,1
631943,55:31.0,7.0,2014-12-23 21:55:31 UTC,-73.98376999999999,40.743227000000005,-73.967973,40.753213,1
940262,10:56.0,10.1,2012-07-14 22:10:56 UTC,-74.003723,40.748248,-73.992995,40.72441,2
234189,15:00.0,12.5,2009-01-15 08:15:00 UTC,-73.976323,40.748028000000005,-74.0056,40.726341999999995,1
656474,35:13.0,10.1,2011-04-22 18:35:13 UTC,-74.004797,40.741884000000006,-73.99409200000001,40.726212,1
792908,39:33.0,23.47,2010-05-03 17:39:33 UTC,-73.953047,40.779731,-73.87102,40.774233,2
770364,35:39.0,7.3,2012-04-30 14:35:39 UTC,-73.994076,40.751228000000005,-73.97949200000001,40.763162,1
905440,43:00.0,18.1,2012-06-12 18:43:00 UTC,-74.00904200000001,40.71086,-73.94230300000001,40.789727,5
691540,24:00.0,9.7,2009-02-09 18:24:00 UTC,-74.005502,40.727255,-73.992237,40.759892,1
457433,23:51.0,106.0,2015-02-02 06:23:51 UTC,-73.67025757,40.78331375,-73.67024994,40.78330612,1
152527,34:00.0,6.0,2014-09-06 17:34:00 UTC,-73.9777,40.752720000000004,-73.97022,40.7509,1
905271,29:00.0,8.5,2011-01-08 23:29:00 UTC,-73.998755,40.721309999999995,-74.01718699999999,40.708135,1
720433,40:08.0,16.5,2015-05-11 08:40:08 UTC,-73.94860077,40.79764938,-73.97859955,40.76501846,1
848438,08:54.0,7.3,2009-09-19 10:08:54 UTC,-73.870962,40.733973,-73.844435,40.721412,1
381158,22:37.0,7.7,2010-02-18 18:22:37 UTC,-73.951706,40.778007,-73.970893,40.751922,1
921743,40:38.0,9.3,2010-08-06 14:40:38 UTC,-73.97661,40.751465,-73.971537,40.750788,1
545579,34:00.0,12.9,2009-10-07 17:34:00 UTC,-73.957943,40.763183000000005,-73.971473,40.786293,5
438184,23:00.0,3.7,2011-11-14 18:23:00 UTC,-73.96497,40.769307,-73.965212,40.774205,1
178769,28:58.0,7.7,2009-04-10 14:28:58 UTC,-73.96936099999999,40.763681,-73.98795600000001,40.75073,1
678646,30:00.0,83.25,2013-06-30 13:30:00 UTC,-73.99756500000001,40.747409999999995,-74.177563,40.695355,4
223636,01:00.0,9.0,2014-10-17 11:01:00 UTC,-73.98770999999999,40.760071999999994,-73.974812,40.756877,1
950920,01:58.0,11.5,2014-06-10 18:01:58 UTC,-73.965577,40.771838,-73.966064,40.754259999999995,1
805162,16:00.0,5.3,2011-12-30 14:16:00 UTC,-73.97662,40.78818,-73.96095799999999,40.780052000000005,1
601021,13:27.0,9.0,2013-01-30 17:13:27 UTC,-73.956132,40.782117,-73.971423,40.797146999999995,1
728926,00:27.0,11.3,2011-11-12 01:00:27 UTC,-73.994427,40.735433,-73.973996,40.778727,1
482732,24:23.0,10.5,2012-09-13 11:24:23 UTC,-73.985618,40.742039,-73.975701,40.76385,1
590029,45:00.0,5.7,2010-06-24 13:45:00 UTC,-73.95969000000001,40.762535,-73.96087800000001,40.775242999999996,5
684779,16:33.0,9.5,2014-04-05 18:16:33 UTC,-73.970901,40.793269,-73.949067,40.823221999999994,1
821730,39:46.0,9.3,2010-05-20 08:39:46 UTC,-73.977411,40.742990999999996,-73.978603,40.766740000000006,2
425128,16:21.0,57.33,2013-03-11 10:16:21 UTC,-73.787962,40.641531,-73.97206700000001,40.797369,1
795767,48:00.0,10.9,2010-08-13 11:48:00 UTC,-73.97757299999999,40.750105,-73.98734,40.739107000000004,2
538337,30:00.0,35.5,2012-10-16 23:30:00 UTC,-73.987985,40.745957000000004,-73.960995,40.652392,5
272896,01:42.0,10.9,2010-01-02 07:01:42 UTC,-73.950025,40.771999,-73.993829,40.752324,2
843999,12:00.0,6.5,2010-07-02 03:12:00 UTC,-73.952612,40.780167,-73.959878,40.765786999999996,3
994027,43:00.0,30.5,2014-03-17 19:43:00 UTC,-73.976403,40.765157,-73.90769,40.888155,6
215331,48:42.0,7.0,2014-10-17 21:48:42 UTC,-73.994389,40.724544,-73.988274,40.716347999999996,2
274746,13:44.0,9.0,2013-07-22 10:13:44 UTC,-73.981599,40.758714000000005,-73.99524,40.76005,2
9086,32:49.0,18.1,2009-08-02 00:32:49 UTC,-73.989126,40.721579,-73.888926,40.747565,1
920577,02:51.0,4.9,2009-07-28 18:02:51 UTC,-73.966431,40.804688,-73.976348,40.792426,1
788545,43:00.0,4.9,2010-09-09 22:43:00 UTC,-73.99563,40.732937,-73.948583,40.77803,1
819298,43:24.0,12.9,2009-05-29 07:43:24 UTC,-73.986106,40.722398999999996,-73.976249,40.758877000000005,1
706819,57:39.0,11.0,2015-04-20 21:57:39 UTC,-73.9985733,40.72000122,-73.97559357,40.73317719,1
504545,17:00.0,8.0,2013-01-08 09:17:00 UTC,-73.97146500000001,40.763402,-73.984383,40.761216999999995,1
4792,13:00.0,6.9,2012-02-04 22:13:00 UTC,-73.982415,40.768438,-73.963955,40.777018,5
148888,46:22.0,8.1,2011-02-24 20:46:22 UTC,-73.98722443,40.721193,-73.98369481,40.74418976,2
104966,30:00.0,10.9,2010-08-19 20:30:00 UTC,-73.94981700000001,40.772103,-73.980395,40.727885,5
90499,05:41.0,5.7,2009-04-25 13:05:41 UTC,-73.973832,40.794540000000005,-73.984326,40.779992,1
57206,55:38.0,15.0,2014-05-18 08:55:38 UTC,-73.99266800000001,40.739089,-73.954462,40.783223,1
503811,57:00.0,5.7,2010-08-29 18:57:00 UTC,-73.97069499999999,40.759797,-73.983917,40.747205,1
318765,56:00.0,16.1,2011-07-01 23:56:00 UTC,-73.99152,40.685218,-73.963863,40.617305,1
14261,26:00.0,5.7,2009-08-28 21:26:00 UTC,-73.966417,40.761775,-73.961547,40.777065,2
827276,13:00.0,11.3,2009-01-09 21:13:00 UTC,-73.980568,40.785278000000005,-73.94499300000001,40.826642,1
645162,09:00.0,4.1,2011-05-29 15:09:00 UTC,-73.9775,40.737970000000004,-73.980223,40.744353000000004,1
606198,55:21.0,7.7,2011-12-20 18:55:21 UTC,-73.9708,40.7613,-73.9884,40.7642,1
57783,32:00.0,8.0,2014-04-19 23:32:00 UTC,-73.977365,40.742692,-73.984977,40.724345,1
371731,37:00.0,13.5,2014-05-27 20:37:00 UTC,-73.967337,40.763459999999995,-73.934092,40.797157,1
671005,04:43.0,6.1,2009-09-27 22:04:43 UTC,-73.99359799999999,40.741719,-73.982587,40.764385,1
254389,33:00.0,3.3,2010-10-05 01:33:00 UTC,-73.991203,40.735040000000005,-73.998143,40.738017,1
382469,58:59.0,9.3,2012-05-23 20:58:59 UTC,-73.968312,40.765603999999996,-73.969146,40.795915,1
60274,34:42.0,12.1,2010-10-19 21:34:42 UTC,-73.971473,40.760187,-73.97799499999999,40.791553,3
287454,35:00.0,24.5,2011-09-07 10:35:00 UTC,-73.954293,40.805902,-73.997722,40.730168,1
309285,51:42.0,5.0,2014-02-18 13:51:42 UTC,-73.96738,40.771909,-73.97368900000001,40.763538,1
307018,03:00.0,8.1,2009-03-15 14:03:00 UTC,-73.951587,40.768887,-73.97655,40.789155,1
297546,02:33.0,10.9,2010-03-03 18:02:33 UTC,-74.006683,40.751277,-73.982037,40.724665,1
902847,05:00.0,16.5,2012-02-09 16:05:00 UTC,-73.978835,40.777537,-73.938838,40.849509999999995,1
659648,59:00.0,3.3,2009-10-17 12:59:00 UTC,-73.96214,40.77062,-73.964178,40.767713,1
924772,27:33.0,5.7,2009-08-01 04:27:33 UTC,-73.984565,40.740165000000005,-73.999778,40.728466999999995,1
479887,45:00.0,8.1,2012-03-17 15:45:00 UTC,-73.991763,40.750021999999994,-73.98678199999999,40.731482,4
702365,10:00.0,16.5,2011-10-15 22:10:00 UTC,-73.953998,40.770517,-74.00599799999999,40.741277000000004,5
454192,28:05.0,45.0,2015-05-21 23:28:05 UTC,-74.00689697,40.74073029,-74.03340912,40.7367897,1
999019,17:00.0,30.0,2011-08-26 07:17:00 UTC,-73.976473,40.755990000000004,-73.875682,40.771433,1
486326,15:00.0,4.9,2009-12-20 16:15:00 UTC,0.0,0.0,0.0,0.0,1
276485,12:00.0,6.0,2012-11-21 07:12:00 UTC,-73.82902,40.728437,-73.84496999999999,40.723795,1
329253,41:04.0,4.5,2011-06-23 14:41:04 UTC,0.0,0.0,0.0,0.0,1
608502,27:34.0,3.7,2009-10-01 14:27:34 UTC,-73.988663,40.753423,-73.993864,40.747589000000005,1
821113,21:34.0,11.7,2011-12-08 17:21:34 UTC,-74.00251800000001,40.750133,-73.973764,40.764379,2
188940,11:00.0,8.5,2014-04-05 01:11:00 UTC,-73.98352299999999,40.739077,-73.98739499999999,40.720177,6
779254,40:38.0,26.1,2010-07-28 11:40:38 UTC,-74.011528,40.707485,-73.942139,40.629707,1
213610,58:51.0,5.3,2010-05-27 21:58:51 UTC,-73.992191,40.725297,-73.996718,40.715117,1
563176,45:00.0,10.9,2011-08-11 08:45:00 UTC,0.0,0.0,0.0,0.0,1
438933,46:00.0,4.9,2012-07-07 15:46:00 UTC,-73.97128000000001,40.762807,-73.961442,40.775052,5
660142,23:00.0,7.7,2010-10-04 02:23:00 UTC,-73.98649499999999,40.730338,-73.966757,40.758252,2
764749,23:00.0,10.9,2011-11-19 22:23:00 UTC,-74.016425,40.717412,-73.984042,40.715177000000004,2
917135,06:00.0,7.0,2013-05-24 22:06:00 UTC,40.77198,-73.9563,40.764357000000004,-73.977012,1
338160,58:00.0,14.5,2013-08-24 22:58:00 UTC,-73.948572,40.80893,-73.958467,40.771347,5
30398,46:00.0,16.1,2012-04-22 22:46:00 UTC,-74.011747,40.707892,-73.981103,40.750097,1
538778,24:00.0,12.9,2010-06-02 12:24:00 UTC,-73.981655,40.737765,-73.98191800000001,40.764948,1
791604,57:00.0,8.0,2013-02-14 14:57:00 UTC,-73.98769,40.76862,-73.946945,40.767146999999994,5
459680,15:00.0,4.5,2012-09-21 22:15:00 UTC,-73.99864699999999,40.739882,-73.993378,40.742142,1
874102,47:59.0,4.9,2010-12-09 07:47:59 UTC,-73.976926,40.765933000000004,-73.978461,40.757314,1
560847,23:00.0,4.5,2014-02-16 10:23:00 UTC,-73.973465,40.743765,-73.96646,40.75349,6
930691,47:52.0,4.5,2013-06-18 04:47:52 UTC,-73.987236,40.750515,-73.980947,40.759617999999996,1
131116,10:00.0,39.5,2014-02-07 19:10:00 UTC,-73.994947,40.688952,-73.948868,40.828457,1
924075,16:33.0,6.5,2011-08-24 06:16:33 UTC,-73.993148,40.752497,-73.987204,40.770914000000005,1
828156,41:00.0,13.0,2014-08-16 22:41:00 UTC,-73.98933199999999,40.718982000000004,-73.987797,40.747362,5
607555,28:00.0,4.9,2010-06-09 19:28:00 UTC,-73.991023,40.742193,-74.000513,40.744482,3
838784,44:00.0,7.3,2011-11-26 15:44:00 UTC,-73.967772,40.763220000000004,-73.94891199999999,40.777302,1
154631,19:51.0,15.4,2009-03-15 21:19:51 UTC,-73.981593,40.780258,-74.01029399999999,40.719015,1
322519,27:43.0,5.5,2014-04-27 12:27:43 UTC,-73.977879,40.787029,-73.973555,40.793646,1
446001,54:00.0,6.5,2012-01-29 10:54:00 UTC,-73.969317,40.754709999999996,-73.962632,40.766546999999996,1
710859,00:00.0,13.3,2010-09-03 00:00:00 UTC,-73.98980999999999,40.757338,-73.990542,40.720822,1
612594,03:34.0,10.0,2014-08-25 08:03:34 UTC,-73.992153,40.730478000000005,-73.994821,40.750243,1
300951,01:00.0,8.5,2012-06-12 11:01:00 UTC,-73.961112,40.774877000000004,-73.977502,40.757971999999995,1
665333,57:00.0,7.0,2012-09-27 18:57:00 UTC,-73.973822,40.792377,-73.963342,40.803490000000004,1
692699,02:00.0,8.0,2013-08-27 20:02:00 UTC,-74.00397,40.738845,-74.007817,40.751627,2
273762,07:00.0,7.0,2014-03-21 22:07:00 UTC,-74.005932,40.735772999999995,-73.997718,40.756617,1
167599,23:49.0,4.9,2012-01-12 08:23:49 UTC,-73.965638,40.765401000000004,-73.95551800000001,40.764381,1
658967,18:58.0,4.1,2011-07-28 04:18:58 UTC,-73.9809,40.7297,-73.9746,40.7313,2
312377,03:00.0,6.1,2009-03-04 10:03:00 UTC,-73.99194200000001,40.749168,-73.989175,40.737423,1
336433,43:22.0,23.7,2010-12-24 02:43:22 UTC,-73.983987,40.758111,-73.919106,40.704229,1
824216,06:09.0,13.7,2009-09-24 19:06:09 UTC,-74.01609599999999,40.711301,-73.962085,40.709788,1
233428,55:45.0,3.3,2009-04-26 06:55:45 UTC,-73.954288,40.774423999999996,-73.960193,40.768665000000006,1
962717,22:13.0,10.5,2014-05-04 04:22:13 UTC,-73.985185,40.727654,-73.99027199999999,40.757461,1
744878,27:01.0,12.5,2012-03-12 19:27:01 UTC,-73.981432,40.757838,-73.95379399999999,40.733877,2
