Id,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
918394,50:57.0,5.5,2014-11-26 04:50:57 UTC,-73.997745,40.756607,-73.982276,40.759026,1
406912,37:00.0,8.5,2013-05-30 09:37:00 UTC,-73.999513,40.743895,-73.987572,40.760697,6
876197,51:00.0,9.3,2011-11-16 12:51:00 UTC,-73.958363,40.759182,-73.967177,40.760713,1
167179,43:55.0,8.5,2010-02-04 15:43:55 UTC,-73.975783,40.7516,-74.000769,40.747062,1
195889,36:55.0,14.5,2012-12-14 20:36:55 UTC,-73.965777,40.754303,-73.997075,40.760193,1
894971,13:00.0,6.5,2011-02-17 02:13:00 UTC,-74.007963,40.631785,-74.007963,40.631785,1
787666,39:14.0,13.7,2009-10-18 08:39:14 UTC,-73.991493,40.759967,-73.984362,40.714588,1
445534,31:00.0,4.1,2012-06-29 10:31:00 UTC,-74.010242,40.709708,-74.012012,40.701845,1
352737,54:58.0,4.9,2012-03-04 22:54:58 UTC,-73.999585,40.733472,-73.985145,40.727567,1
213185,14:00.0,13,2013-08-15 06:14:00 UTC,-74.010775,40.703495,-73.99968,40.753812,1
97645,25:00.0,9.5,2014-01-18 14:25:00 UTC,-73.989497,40.734192,-73.990955,40.718305,1
49130,41:35.0,14.5,2011-04-11 06:41:35 UTC,-74.007359,40.705333,-73.971066,40.758517,1
273601,26:49.0,15.8,2009-03-23 20:26:49 UTC,-73.981189,40.760455,-73.918788,40.779423,1
504633,13:24.0,9.3,2010-03-12 11:13:24 UTC,-73.989723,40.73363,-73.991966,40.749407,1
497281,42:00.0,4,2013-01-04 08:42:00 UTC,-73.99748,40.741705,-74.00072,40.743082,2
267831,20:29.0,6.9,2011-09-25 10:20:29 UTC,-73.959666,40.77025,-73.972279,40.759574,1
302131,42:00.0,3.3,2009-11-11 15:42:00 UTC,-73.975062,40.752092,-73.980223,40.752887,1
934727,06:39.0,10.5,2011-08-15 01:06:39 UTC,-73.988073,40.718386,-73.941862,40.708184,1
597611,32:00.0,8.5,2013-01-24 15:32:00 UTC,-73.975772,40.788017,-73.965033,40.772375,1
320854,43:38.0,7.5,2015-03-16 22:43:38 UTC,-73.98982239,40.73770523,-73.99809265,40.72061157,1
202696,20:06.0,6.5,2009-11-30 18:20:06 UTC,-73.987281,40.750643,-73.983282,40.766837,1
234132,09:00.0,30.5,2010-05-15 16:09:00 UTC,-74.01055,40.766783,-74.04099,40.77413,2
33316,13:00.0,7.5,2013-02-26 18:13:00 UTC,-73.976893,40.749462,-73.98022,40.735195,1
916730,13:48.0,11,2013-10-02 14:13:48 UTC,-73.974699,40.755302,-73.98645,40.749476,1
182056,11:38.0,7.7,2011-05-09 14:11:38 UTC,-73.984235,40.748558,-73.998223,40.725083,0
54778,22:01.0,5.3,2012-01-17 08:22:01 UTC,-73.98187,40.746164,-73.982823,40.756952,1
63992,33:00.0,5.3,2012-07-17 21:33:00 UTC,-73.98926,40.742012,-73.980885,40.747897,1
109709,01:06.0,4,2013-01-10 20:01:06 UTC,-73.958862,40.772472,-73.953433,40.779653,1
185382,27:00.0,6.5,2013-01-07 08:27:00 UTC,-73.982695,40.765885,-73.984455,40.751857,1
242446,26:00.0,34.33,2014-11-23 22:26:00 UTC,-73.87465,40.77414,-73.97314,40.75645,1
388669,26:38.0,5.7,2010-04-18 08:26:38 UTC,-73.946627,40.772492,-73.960937,40.775355,1
633626,54:00.0,14.1,2009-06-12 12:54:00 UTC,-74.01718,40.705353,-73.995248,40.749512,2
251040,14:00.0,7,2012-12-03 20:14:00 UTC,-73.9694,40.766352,-73.959257,40.772422,2
31982,03:00.0,4.5,2010-08-04 01:03:00 UTC,-73.989713,40.735253,-73.989733,40.72949,1
453038,27:00.0,6.5,2011-10-18 11:27:00 UTC,-73.975728,40.755342,-73.98393,40.74343,1
271128,23:00.0,4.9,2010-09-06 14:23:00 UTC,-73.962578,40.758477,-73.974567,40.759472,1
417846,57:09.0,10.1,2011-01-04 14:57:09 UTC,-74.002726,40.7495,-73.985,40.724344,1
556741,33:00.0,6.9,2011-06-22 09:33:00 UTC,-73.992152,40.748837,-73.978077,40.743673,4
882160,55:00.0,13.7,2012-05-23 13:55:00 UTC,-73.961955,40.80044,-73.916437,40.822785,1
183727,05:14.0,49.8,2012-03-23 13:05:14 UTC,-73.790408,40.64682,-73.97397,40.755828,1
475673,57:27.0,8.5,2015-02-18 00:57:27 UTC,-73.99085999,40.73461151,-74.01204681,40.70744324,1
293685,46:48.0,24.5,2012-10-10 19:46:48 UTC,-74.00119,40.731704,-73.956963,40.77153,1
268535,04:00.0,13,2013-09-29 03:04:00 UTC,-73.979607,40.761472,-73.955285,40.745897,5
582592,10:00.0,9.3,2010-05-12 14:10:00 UTC,-73.981872,40.771322,-73.975158,40.760783,1
778958,16:00.0,6.9,2009-08-12 11:16:00 UTC,-74.00336,40.723103,-73.999593,40.73221,1
220518,19:00.0,13,2013-10-31 18:19:00 UTC,-73.979967,40.770922,-73.956097,40.77962,1
447565,10:00.0,13.5,2012-12-13 15:10:00 UTC,-73.97216,40.753795,-73.987662,40.721387,2
637116,38:28.0,10.1,2010-08-26 22:38:28 UTC,-73.984715,40.76758,-74.007043,40.741493,1
415759,36:14.0,6.5,2012-01-06 05:36:14 UTC,-73.97507,40.761397,-73.992813,40.743042,1
951709,43:00.0,11.5,2014-07-18 22:43:00 UTC,-73.981807,40.773222,-73.946962,40.775847,1
588745,16:00.0,7,2014-10-19 03:16:00 UTC,-73.98897,40.72176,-73.99634,40.73219,5
487419,02:25.0,16.5,2011-07-16 22:02:25 UTC,-73.9286,40.7633,-73.9398,40.8087,1
645925,50:23.0,12,2014-09-22 22:50:23 UTC,-73.989171,40.748369,-73.983428,40.721232,1
717443,47:48.0,4.1,2012-08-27 22:47:48 UTC,-73.985133,40.760493,-73.974748,40.75612,1
557872,13:00.0,4.5,2011-09-09 21:13:00 UTC,-73.971167,40.786207,-73.978818,40.777337,1
91568,20:43.0,9.3,2009-01-07 14:20:43 UTC,-73.991258,40.739259,-73.971465,40.755154,1
780606,11:00.0,12.1,2010-03-23 10:11:00 UTC,-74.003165,40.723868,-73.98309,40.763188,2
195983,47:00.0,13.5,2013-07-30 13:47:00 UTC,-73.994175,40.735237,-73.99745,40.762842,1
385729,37:00.0,11.7,2009-04-13 22:37:00 UTC,-73.990705,40.74692,-73.98553,40.717903,1
917518,38:12.0,14.5,2013-10-18 07:38:12 UTC,-73.952351,40.76638,-73.987376,40.759465,2
408277,33:00.0,16.5,2010-03-17 23:33:00 UTC,-74.003795,40.737543,-73.964561,40.677718,1
16753,12:00.0,8.5,2009-06-02 08:12:00 UTC,-73.978397,40.736908,-73.974078,40.75925,1
289560,41:21.0,4.9,2010-01-14 07:41:21 UTC,-73.968098,40.765937,-73.95421,40.77017,1
532517,12:59.0,30.1,2009-04-19 14:12:59 UTC,-74.00247,40.726682,-73.873034,40.774508,4
42705,54:02.0,12.1,2012-01-04 17:54:02 UTC,-73.955586,40.767446,-73.990918,40.750703,1
835088,23:00.0,6.5,2012-01-29 01:23:00 UTC,-73.985602,40.732817,-73.980653,40.749845,5
39034,59:09.0,18.5,2014-11-16 15:59:09 UTC,-73.996285,40.72377,-73.967477,40.76025,1
729895,33:16.0,5.7,2010-04-15 09:33:16 UTC,-73.994023,40.751234,-73.991115,40.754168,1
874337,26:42.0,13.7,2011-05-06 14:26:42 UTC,-74.013662,40.705335,-73.990727,40.757725,1
155426,15:17.0,17.5,2014-07-02 18:15:17 UTC,-73.969661,40.760424,-73.999107,40.750567,1
736478,43:21.0,5,2012-11-09 21:43:21 UTC,-73.955782,40.772535,-73.963412,40.762133,1
973185,12:00.0,16.5,2013-09-29 18:12:00 UTC,-73.981732,40.777862,-73.977608,40.752032,6
821549,38:57.0,12.5,2010-09-25 18:38:57 UTC,-74.008941,40.704349,-73.991196,40.742666,2
47818,29:00.0,18.5,2014-11-29 15:29:00 UTC,-73.989147,40.741995,-73.969382,40.788662,1
695133,38:23.0,4.9,2011-09-15 09:38:23 UTC,-73.955959,40.767925,-73.963828,40.773641,1
151200,13:43.0,13,2015-06-04 22:13:43 UTC,-73.96559906,40.7618103,-73.98069,40.78238678,1
562902,02:06.0,10.5,2012-07-09 23:02:06 UTC,-73.95277,40.776485,-73.982806,40.761704,1
359436,12:07.0,3.5,2013-11-23 03:12:07 UTC,-73.975963,40.760436,-73.979306,40.761258,1
349761,36:00.0,5.7,2012-02-19 20:36:00 UTC,-73.974502,40.74229,-73.97095,40.755818,1
479559,53:56.0,12,2012-12-24 12:53:56 UTC,-73.982143,40.778338,-73.977913,40.752565,1
