,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
612191,41:00.0,10.9,2009-11-21 12:41:00 UTC,-73.985185,40.727985,-73.978965,40.765188,2
58097,20:28.0,8.1,2011-11-20 01:20:28 UTC,-73.9902,40.7397,-73.9724,40.7442,1
484397,30:00.0,7.3,2010-10-30 22:30:00 UTC,-73.97939699999999,40.771908,-73.984612,40.772861999999996,4
217504,41:05.0,9.0,2014-11-25 22:41:05 UTC,-73.994227,40.750979,-73.97955999999999,40.737338,1
383142,33:00.0,13.3,2010-01-28 13:33:00 UTC,-73.928253,40.763588,-73.97978499999999,40.775287,5
981534,13:15.0,15.7,2010-08-11 08:13:15 UTC,-73.864078,40.77009,-73.982265,40.746788,1
267764,24:00.0,9.7,2009-07-22 10:24:00 UTC,-73.926878,40.771182,-73.932705,40.744513,1
62538,52:36.0,3.3,2010-04-29 20:52:36 UTC,-74.005083,40.746578,-74.004072,40.742727,1
996111,00:32.0,5.3,2011-09-14 08:00:32 UTC,-73.9724,40.7654,-73.9847,40.7607,1
461284,59:00.0,52.0,2013-10-14 11:59:00 UTC,-74.014107,40.712962,-73.782782,40.648785,5
268871,51:04.0,5.5,2012-09-13 06:51:04 UTC,-73.982415,40.772528,-73.976473,40.764379999999996,1
511297,32:13.0,5.7,2011-05-01 13:32:13 UTC,-73.981796,40.770373,-73.974126,40.764811,1
41311,06:35.0,4.5,2015-05-31 00:06:35 UTC,-73.97085571,40.78835678,-73.97853851,40.77794647,1
60589,22:56.0,7.3,2012-06-07 07:22:56 UTC,-73.981247,40.741369,-73.960989,40.769253000000006,1
201830,41:49.0,6.5,2013-02-16 22:41:49 UTC,-73.982384,40.762404,-73.97456,40.752065,1
904438,39:16.0,9.5,2013-12-31 10:39:16 UTC,-73.986118,40.758208,-73.96696,40.770608,1
852597,38:32.0,7.5,2014-12-09 19:38:32 UTC,-73.994486,40.727714,-74.007694,40.710789,1
118119,11:00.0,5.0,2012-11-22 01:11:00 UTC,-73.987243,40.720417,-73.981615,40.730154,4
365477,30:39.0,16.5,2010-05-08 02:30:39 UTC,-74.00241700000001,40.730033,-73.947473,40.67844,1
550600,12:14.0,4.5,2013-01-19 20:12:14 UTC,-73.9955,40.74964,-74.000563,40.747789000000004,2
285405,05:00.0,4.9,2009-05-31 04:05:00 UTC,-74.00022,40.73545,-73.985527,40.728035,1
595202,15:00.0,5.5,2014-04-02 12:15:00 UTC,-73.87089499999999,40.773557000000004,-73.96906,40.758952,1
210708,14:06.0,8.9,2011-02-27 01:14:06 UTC,-73.98796899999999,40.724059000000004,-73.985096,40.754476000000004,2
911252,38:27.0,10.1,2010-02-14 14:38:27 UTC,-73.99506,40.736671,-73.988723,40.762684,1
949325,45:00.0,4.9,2011-11-17 15:45:00 UTC,-73.977722,40.75375,-73.986323,40.748552000000004,1
229095,34:00.0,26.0,2012-11-04 22:34:00 UTC,-73.98907700000001,40.73662,-73.951015,40.663882,2
762293,01:47.0,29.83,2014-05-18 11:01:47 UTC,-73.97748100000001,40.746218,-73.872415,40.774405,1
982337,50:56.0,7.7,2011-06-04 21:50:56 UTC,-73.958019,40.773339,-73.976832,40.788304,2
108077,03:00.0,7.5,2014-02-01 11:03:00 UTC,-73.981112,40.781802,-73.967887,40.801372,1
49524,34:00.0,31.7,2010-10-24 03:34:00 UTC,-73.980638,40.738407,-73.859277,40.83269,1
299282,57:12.0,5.5,2013-10-28 20:57:12 UTC,-73.96074399999999,40.7725,-73.951666,40.766242,1
92040,35:00.0,20.5,2010-04-14 14:35:00 UTC,-73.954355,40.764082,-74.00453,40.721458,1
261433,19:06.0,6.1,2011-11-23 22:19:06 UTC,-73.978181,40.748288,-73.99730100000001,40.746961999999996,1
260246,45:27.0,3.3,2009-12-16 06:45:27 UTC,-73.96450899999999,40.772983,-73.95856500000001,40.772467999999996,1
845303,07:09.0,6.9,2011-09-17 17:07:09 UTC,-73.96386600000001,40.808197,-73.979324,40.784869,2
474256,26:00.0,7.0,2013-10-02 19:26:00 UTC,-73.98773,40.766197,-73.989323,40.757252,1
837208,02:14.0,5.3,2010-02-08 09:02:14 UTC,-73.987172,40.760366999999995,-73.99953000000001,40.761819,1
614953,52:00.0,9.7,2012-03-25 19:52:00 UTC,-73.99465699999999,40.728187,-73.98344200000001,40.693767,1
521193,52:00.0,22.0,2014-09-12 00:52:00 UTC,-73.985037,40.727902,-73.926147,40.68327,5
78726,47:18.0,22.0,2014-12-11 18:47:18 UTC,-73.988231,40.760849,-73.998908,40.720019,4
265695,18:00.0,14.9,2009-12-18 23:18:00 UTC,-73.97266,40.759252000000004,-73.996323,40.723572,5
747311,22:30.0,7.7,2011-06-24 07:22:30 UTC,-73.990526,40.756024,-73.968822,40.761669,1
272805,51:00.0,6.0,2012-10-17 05:51:00 UTC,-73.947503,40.830675,-73.94250699999999,40.841640000000005,1
762768,49:47.0,24.0,2014-05-03 08:49:47 UTC,-74.01402900000001,40.717473999999996,-73.956539,40.767006,1
275312,32:40.0,5.7,2012-08-08 12:32:40 UTC,-73.989604,40.734398999999996,-74.001077,40.739136,2
820096,13:44.0,14.5,2010-07-18 14:13:44 UTC,-74.002734,40.731283000000005,-73.948314,40.779768,1
952856,53:02.0,12.9,2011-03-19 00:53:02 UTC,-73.97609399999999,40.727953,-73.98351600000001,40.766839000000004,1
669951,32:00.0,9.0,2014-07-06 15:32:00 UTC,-73.96170500000001,40.764267,-73.982743,40.738772,6
692341,40:51.0,20.0,2014-12-05 14:40:51 UTC,-73.960999,40.769003999999995,-73.99750999999999,40.725753999999995,1
445234,58:57.0,5.7,2011-12-04 15:58:57 UTC,-73.981392,40.75233,-73.992958,40.751983,1
506687,53:00.0,12.5,2009-05-21 06:53:00 UTC,-73.981257,40.758733,-73.98344300000001,40.71905,2
423619,44:00.0,9.0,2014-08-21 08:44:00 UTC,-74.025052,40.739787,-74.024467,40.73948,1
96227,25:00.0,14.1,2012-05-02 15:25:00 UTC,-73.97192,40.76362,-73.97516,40.787453,5
961951,30:25.0,11.7,2012-01-01 20:30:25 UTC,-73.9838,40.7381,-73.9427,40.7901,1
433911,55:00.0,6.5,2012-02-26 18:55:00 UTC,-73.940717,40.803238,-73.940717,40.803238,2
47667,30:25.0,3.7,2009-07-26 06:30:25 UTC,-73.974772,40.729743,-73.98044399999999,40.730545,1
288947,09:05.0,9.3,2010-09-06 05:09:05 UTC,-73.97686999999999,40.74739,-73.970135,40.756405,3
745239,47:00.0,9.0,2013-12-03 11:47:00 UTC,-73.982573,40.770553,-73.987595,40.751975,3
464847,26:50.0,9.7,2012-01-17 15:26:50 UTC,-73.988939,40.758641,-73.954669,40.76577,1
815985,34:15.0,6.7,2009-04-06 19:34:15 UTC,-73.97037900000001,40.766453000000006,-73.969791,40.764564,1
187123,42:00.0,8.1,2010-03-10 07:42:00 UTC,-73.959295,40.763215,-73.95394300000001,40.787563,1
758640,02:00.0,4.5,2010-11-24 09:02:00 UTC,-74.012025,40.713478,-74.01004300000001,40.721146999999995,1
886399,48:12.0,6.1,2009-10-10 16:48:12 UTC,-74.002101,40.724333,-73.98916700000001,40.747957,1
208363,37:00.0,11.5,2013-01-05 21:37:00 UTC,-73.99238299999999,40.73735,-74.00804000000001,40.711791999999996,1
480778,25:00.0,13.5,2014-01-19 14:25:00 UTC,-73.950537,40.826227,-73.938213,40.804612,1
848405,22:00.0,6.1,2011-04-28 02:22:00 UTC,-73.957768,40.801168,-73.94199,40.815552000000004,1
447195,21:00.0,13.5,2013-03-21 23:21:00 UTC,-73.955945,40.693292,-73.993903,40.720588,5
662312,54:17.0,7.8,2009-02-02 21:54:17 UTC,-73.990955,40.749014,-73.977496,40.753877,1
944802,11:00.0,5.5,2014-02-09 00:11:00 UTC,-73.995552,40.726477,-73.984757,40.728935,5
58689,50:53.0,8.0,2014-08-23 18:50:53 UTC,-73.963573,40.766076,-73.982326,40.74425,4
352414,47:00.0,24.9,2012-08-07 22:47:00 UTC,-73.942227,40.668602,-73.98239699999999,40.757812,5
102997,12:00.0,9.3,2011-12-23 10:12:00 UTC,-74.006857,40.736442,-74.008292,40.711667,1
520495,45:00.0,22.9,2010-12-23 10:45:00 UTC,-73.86379699999999,40.769752000000004,-73.988218,40.701655,1
320257,08:57.0,4.5,2012-12-26 19:08:57 UTC,-73.970292,40.789134999999995,-73.980469,40.782346000000004,1
955222,14:35.0,6.5,2015-01-18 13:14:35 UTC,-73.98090363,40.68050003,-73.97528076,40.67438889,1
137608,37:20.0,8.5,2012-09-15 21:37:20 UTC,-73.981311,40.768991,-73.96497600000001,40.770515,4
844850,22:00.0,6.1,2012-05-29 18:22:00 UTC,-73.991127,40.74255,-73.999037,40.731727,6
435876,49:12.0,32.5,2012-11-04 01:49:12 UTC,-74.000029,40.728629,-73.831687,40.714381,2
6239,46:13.0,49.57,2010-12-20 06:46:13 UTC,-73.991745,40.746533,-73.776389,40.645235,3
450953,25:44.0,8.5,2009-09-08 12:25:44 UTC,-73.981211,40.753658,-73.96296099999999,40.765676,1
781551,27:00.0,9.3,2009-11-11 22:27:00 UTC,-73.974547,40.747757,-73.947783,40.775113,1
998448,57:38.0,25.0,2013-06-21 00:57:38 UTC,-73.999216,40.734203,-73.95532299999999,40.820018,1
745530,01:11.0,8.0,2012-12-27 00:01:11 UTC,-73.98095,40.771029999999996,-73.96589200000001,40.791056,1
894556,56:00.0,10.5,2014-08-30 00:56:00 UTC,-73.993095,40.745302,-73.961562,40.76854,3
302489,56:49.0,6.0,2013-08-02 23:56:49 UTC,-73.97651,40.750318,-73.979761,40.737286,2
490689,58:15.0,4.0,2015-02-09 19:58:15 UTC,0.0,0.0,0.0,0.0,1
870882,55:22.0,10.9,2009-11-25 11:55:22 UTC,-73.981581,40.780951,-73.985339,40.757168,1
759156,18:00.0,11.3,2009-05-25 10:18:00 UTC,-73.95647199999999,40.781403000000005,-73.991985,40.74947,1
540258,38:00.0,9.7,2009-08-20 04:38:00 UTC,-73.995222,40.736686999999996,-73.968455,40.762388,1
537241,12:00.0,12.5,2011-01-27 19:12:00 UTC,-73.98344200000001,40.762167,-74.007272,40.741307,1
427961,25:00.0,4.9,2011-02-14 21:25:00 UTC,-73.97314,40.764077,-73.96894,40.755578,3
329186,44:00.0,7.7,2010-02-09 16:44:00 UTC,-73.955708,40.785042,-73.96873199999999,40.764559999999996,3
522925,24:18.0,14.5,2014-02-10 15:24:18 UTC,-73.984759,40.764703000000004,-73.96420400000001,40.803184,1
192498,51:00.0,14.0,2013-02-09 20:51:00 UTC,-73.998992,40.73917,-73.990752,40.723512,1
228488,22:50.0,8.0,2014-07-03 19:22:50 UTC,-73.996503,40.753258,-74.00648699999999,40.73318,1
390095,54:08.0,5.0,2014-02-09 09:54:08 UTC,-73.95503199999999,40.779324,-73.94497700000001,40.779252,1
143334,29:00.0,11.5,2014-11-24 09:29:00 UTC,-73.997845,40.761292,-74.008317,40.729682000000004,1
209960,41:00.0,16.9,2009-08-11 21:41:00 UTC,-74.009737,40.71073,-73.993973,40.75124,2
446372,16:19.0,6.5,2012-08-30 14:16:19 UTC,-74.00092,40.725693,-74.006072,40.739893,1
297523,48:49.0,11.0,2015-03-08 19:48:49 UTC,-73.96706390000001,40.79834747,-73.94065094,40.81494904,1
708155,38:50.0,17.5,2014-06-11 02:38:50 UTC,-74.000732,40.74217,-73.947917,40.784704999999995,1
258791,43:30.0,5.0,2014-03-01 15:43:30 UTC,-73.958575,40.783953000000004,-73.967241,40.788113,1
35757,44:00.0,9.0,2013-02-05 18:44:00 UTC,-73.972637,40.749752,-73.986817,40.750733000000004,5
102654,35:00.0,13.0,2013-07-15 14:35:00 UTC,-73.976502,40.750807,-74.000282,40.762347,1
797745,46:16.0,5.5,2013-04-10 10:46:16 UTC,-74.004469,40.736672,-74.009674,40.735443,1
217522,59:00.0,7.0,2014-07-09 11:59:00 UTC,-73.987675,40.73272,-73.988945,40.717197,1
346712,58:51.0,10.1,2009-11-30 01:58:51 UTC,-74.013991,40.702881,-74.005234,40.746384,1
613818,41:00.0,19.3,2012-05-01 21:41:00 UTC,-74.014421,40.703122,-73.9649,40.792776,1
805986,15:57.0,8.0,2013-12-29 22:15:57 UTC,-73.977877,40.762031,-73.985525,40.738805,3
865475,26:00.0,5.7,2009-10-15 00:26:00 UTC,-73.95455799999999,40.765608,-73.955378,40.779334999999996,1
590217,28:59.0,8.5,2009-03-26 06:28:59 UTC,-73.988708,40.777828,-73.97842299999999,40.754435,1
368555,29:36.0,4.9,2012-02-05 18:29:36 UTC,-73.981153,40.747132,-73.972712,40.743408,1
247926,22:06.0,26.5,2015-03-01 08:22:06 UTC,-73.99703217,40.76281738,-73.93379211,40.7056694,3
772638,43:00.0,5.5,2014-02-21 08:43:00 UTC,-73.98365,40.742365,-73.991033,40.733357,1
393781,32:10.0,10.9,2010-09-14 20:32:10 UTC,-73.96807,40.765577,-73.989805,40.717945,1
688007,03:21.0,8.1,2009-05-12 18:03:21 UTC,-73.982998,40.758885,-74.001037,40.757311,1
90188,00:50.0,8.1,2011-05-30 21:00:50 UTC,-74.004148,40.7073,-73.98134,40.721144,2
143220,44:50.0,3.3,2010-05-13 16:44:50 UTC,-73.96551099999999,40.758734000000004,-73.97094399999999,40.753494,1
512487,58:00.0,9.5,2014-06-17 21:58:00 UTC,-73.98222700000001,40.770804999999996,-73.980427,40.746552,1
637243,56:09.0,11.0,2014-01-31 07:56:09 UTC,-73.99575300000001,40.759126,-73.97824399999999,40.762844,1
743568,24:02.0,7.5,2013-08-02 07:24:02 UTC,-74.006661,40.731501,-73.98775,40.744855,1
319149,01:03.0,11.3,2009-11-21 03:01:03 UTC,-74.004602,40.730281,-73.981911,40.777966,2
704613,48:00.0,8.1,2010-02-11 11:48:00 UTC,-73.948198,40.836262,-73.97658,40.78032,1
935425,54:42.0,52.0,2014-08-02 02:54:42 UTC,-73.790116,40.64663,-73.99470500000001,40.725061,1
536358,43:52.0,7.0,2015-05-02 15:43:52 UTC,-73.98915863,40.73054886,-73.97884369,40.74077988,5
19867,29:00.0,26.1,2011-05-03 11:29:00 UTC,-73.98459799999999,40.745962,-73.87021700000001,40.773371999999995,1
294978,17:58.0,16.9,2010-05-23 14:17:58 UTC,-73.95458599999999,40.786668,-73.983664,40.757248,4
755770,45:00.0,13.0,2013-12-24 12:45:00 UTC,-73.99087,40.745042,-73.960922,40.778147,1
270149,16:09.0,6.5,2013-01-25 20:16:09 UTC,-73.994067,40.726727000000004,-73.989072,40.73635,1
268179,23:26.0,4.1,2009-12-17 08:23:26 UTC,-73.976251,40.747965,-73.969365,40.757552000000004,1
835345,00:06.0,18.9,2011-05-29 04:00:06 UTC,-74.00458,40.716034,-73.901022,40.741291,1
208093,22:00.0,56.8,2012-12-27 18:22:00 UTC,-73.791197,40.645547,-73.986457,40.757912,1
462044,40:03.0,6.9,2010-03-03 06:40:03 UTC,-73.985093,40.768583,-73.996224,40.744158,1
270925,19:36.0,4.5,2012-04-06 23:19:36 UTC,-73.986597,40.742729,-73.979325,40.755382,1
368188,48:00.0,6.1,2010-07-10 17:48:00 UTC,-73.994003,40.732848,-73.97839,40.745152000000004,1
963055,55:36.0,16.9,2010-02-26 14:55:36 UTC,-73.776668,40.645282,-73.828763,40.709971,1
714698,44:00.0,8.9,2010-02-23 11:44:00 UTC,-73.983193,40.751315000000005,-73.980677,40.763788,5
289864,25:06.0,11.0,2015-04-23 08:25:06 UTC,-73.9210968,40.75653839,-73.88432312,40.74526978,2
305338,08:38.0,11.0,2013-05-23 21:08:38 UTC,-73.986369,40.72204,-74.004827,40.729959,2
305743,58:00.0,12.5,2011-03-02 15:58:00 UTC,-73.951088,40.785567,-73.976057,40.761117,2
250041,59:00.0,15.3,2010-10-23 14:59:00 UTC,-73.999702,40.724482,-73.98374,40.749072,1
104197,13:44.0,8.5,2012-05-13 20:13:44 UTC,-73.978992,40.7615,-73.994437,40.73486,2
93147,08:00.0,10.0,2014-08-20 03:08:00 UTC,-73.981905,40.766434999999994,-73.964422,40.791971999999994,1
791781,49:13.0,5.7,2012-02-21 07:49:13 UTC,-73.966779,40.760148,-73.975298,40.755493,1
431708,02:47.0,6.5,2014-03-11 21:02:47 UTC,-73.970562,40.754953,-73.98986500000001,40.756229,1
383395,24:07.0,5.5,2013-05-26 02:24:07 UTC,-73.983625,40.767586,-73.98832900000001,40.756471000000005,1
692761,12:24.0,9.0,2013-07-25 19:12:24 UTC,-73.998114,40.745903000000006,-73.985268,40.763374,1
365564,44:11.0,6.9,2011-09-21 15:44:11 UTC,-73.952493,40.784694,-73.964727,40.770663,1
730706,54:10.0,4.5,2010-01-30 09:54:10 UTC,-74.003349,40.727,-73.995135,40.73963,1
9714,04:51.0,6.1,2012-06-20 09:04:51 UTC,-73.988025,40.745985,-74.0044,40.742402,1
603179,28:00.0,6.9,2010-05-11 13:28:00 UTC,-73.97738299999999,40.76259,-73.986378,40.756913,6
576575,25:00.0,10.9,2012-09-02 18:25:00 UTC,-73.962165,40.779185,-73.99079499999999,40.74872,6
262377,49:11.0,12.9,2011-12-02 15:49:11 UTC,-73.9843,40.7698,-73.9974,40.7365,1
172667,59:56.0,7.7,2011-07-28 19:59:56 UTC,-73.97233,40.754068,-73.952863,40.772482000000004,1
591993,28:00.0,7.5,2013-06-27 18:28:00 UTC,-73.994405,40.745402,-73.992795,40.730522,1
676504,07:52.0,4.5,2013-03-16 13:07:52 UTC,-73.999041,40.734823999999996,-73.994062,40.741246000000004,1
977822,14:30.0,8.0,2013-10-31 10:14:30 UTC,-73.961753,40.75658,-73.97293499999999,40.749092,2
991267,53:00.0,9.5,2014-04-22 12:53:00 UTC,-73.954365,40.763577000000005,-73.970602,40.751745,1
552845,23:01.0,7.7,2010-09-03 17:23:01 UTC,-73.946046,40.817352,-73.942563,40.811983000000005,1
407038,03:45.0,15.0,2013-12-06 00:03:45 UTC,-73.98389300000001,40.755259,-73.985478,40.718357,1
416758,39:03.0,8.6,2009-02-10 23:39:03 UTC,-73.99410999999999,40.751283,-73.982711,40.731396000000004,1
761102,29:24.0,4.1,2010-02-28 17:29:24 UTC,-73.982552,40.773258,-73.97031199999999,40.767859,1
375392,50:46.0,7.7,2011-02-24 08:50:46 UTC,-73.991701,40.730981,-73.982646,40.745703000000006,1
42514,16:19.0,8.5,2010-08-26 19:16:19 UTC,-73.958184,40.800824,-73.98187,40.773306,1
212208,21:00.0,7.5,2012-12-20 15:21:00 UTC,-73.986678,40.771896999999996,-73.97760500000001,40.788992,1
451474,58:00.0,7.0,2014-12-08 21:58:00 UTC,-74.006357,40.73973,-73.999905,40.728642,1
76618,44:51.0,10.5,2010-12-05 18:44:51 UTC,-74.004115,40.707167,-73.979968,40.743097,3
367418,21:14.0,4.5,2012-11-19 21:21:14 UTC,-74.005472,40.7368,-73.997431,40.737559999999995,2
141623,46:50.0,4.0,2012-12-24 11:46:50 UTC,-73.94711,40.784517,-73.95359,40.778838,1
459393,29:00.0,25.87,2010-08-30 11:29:00 UTC,-73.87304499999999,40.774136999999996,-73.974177,40.753725,1
575516,19:00.0,5.3,2011-07-29 15:19:00 UTC,-73.979957,40.760595,-73.980327,40.76578,1
491646,40:31.0,7.5,2012-10-06 21:40:31 UTC,-73.999664,40.754692,-73.99359100000001,40.743204999999996,1
857594,45:00.0,6.5,2010-08-03 10:45:00 UTC,-73.991135,40.71751,-73.97547,40.740988,3
213739,41:00.0,23.5,2014-03-11 22:41:00 UTC,-73.953647,40.76716,-73.99602,40.691162,1
98354,09:42.0,12.5,2014-06-07 22:09:42 UTC,-74.007538,40.741132,-73.996619,40.72129,1
22674,18:00.0,5.7,2009-10-10 10:18:00 UTC,-73.95360699999999,40.775395,-73.96709200000001,40.756885,1
765700,00:45.0,8.5,2013-11-08 10:00:45 UTC,-73.945936,40.785818,-73.961291,40.765021000000004,1
295452,43:00.0,7.7,2009-12-14 18:43:00 UTC,-73.943567,40.82762,-73.93563,40.823347999999996,1
572916,59:46.0,9.7,2011-07-21 12:59:46 UTC,-73.94950899999999,40.781003999999996,-73.986161,40.777669,1
729450,20:00.0,10.0,2014-04-09 15:20:00 UTC,-73.987747,40.700167,-73.967905,40.680575,1
192367,39:00.0,6.5,2013-09-09 20:39:00 UTC,-73.961908,40.775412,-73.949765,40.784617,2
187992,12:31.0,52.0,2015-02-13 15:12:31 UTC,-74.01051331,40.71398544,-73.79420471,40.64454269,1
815294,52:50.0,6.5,2015-01-10 12:52:50 UTC,-73.96325684,40.76873016,-73.96414948,40.75618362,5
111969,21:00.0,7.0,2014-07-08 14:21:00 UTC,-73.97118,40.761720000000004,-73.97104,40.76174,6
976881,47:09.0,7.3,2011-04-05 10:47:09 UTC,-73.965163,40.755189,-73.982974,40.754438,1
984239,55:28.0,10.9,2009-08-28 09:55:28 UTC,-73.979759,40.746142,-73.997987,40.719570000000004,1
201902,27:12.0,4.5,2014-12-13 22:27:12 UTC,-73.980657,40.774925,-73.984512,40.768555,4
40884,13:00.0,3.7,2012-02-22 07:13:00 UTC,-73.980632,40.742357,-73.974087,40.75108,1
870226,54:34.0,3.7,2009-08-06 12:54:34 UTC,-73.99171899999999,40.753836,-73.992122,40.759197,1
349193,08:02.0,8.9,2010-02-22 10:08:02 UTC,-73.989593,40.768346,-73.98763100000001,40.754259999999995,1
286401,40:55.0,4.0,2013-09-29 11:40:55 UTC,-73.99712,40.722489,-73.99234399999999,40.724745,1
564874,39:00.0,5.5,2013-07-11 15:39:00 UTC,-73.94888,40.773477,-73.94678499999999,40.784217,1
720926,09:00.0,10.5,2011-08-18 15:09:00 UTC,-73.959345,40.774922,-73.983918,40.760512,5
793560,36:35.0,7.3,2011-12-07 21:36:35 UTC,-73.970078,40.763683,-73.987072,40.75931,1
754093,29:19.0,8.5,2011-05-13 22:29:19 UTC,-73.970129,40.797197,-73.978654,40.765774,1
160169,16:33.0,5.3,2010-01-10 08:16:33 UTC,-73.990172,40.756168,-73.949137,40.81288,1
858676,14:37.0,22.9,2011-09-14 16:14:37 UTC,-74.00052600000001,40.742268,-73.95649,40.764703000000004,1
687356,18:43.0,5.0,2013-12-11 08:18:43 UTC,-73.964975,40.7716,-73.954512,40.767685,1
173136,28:19.0,10.1,2009-12-12 23:28:19 UTC,-73.982013,40.740668,-73.99671,40.715716,1
751935,40:00.0,9.3,2009-01-28 02:40:00 UTC,-73.9763,40.73979,-73.99014,40.71117,5
433288,00:40.0,15.3,2012-07-28 23:00:40 UTC,-74.002523,40.730482,-73.985236,40.678328,2
11342,26:42.0,11.7,2010-03-19 08:26:42 UTC,-73.979171,40.761936,-73.96175699999999,40.805924,2
739802,23:00.0,6.5,2012-12-19 08:23:00 UTC,-73.980372,40.739177000000005,-73.995638,40.732735,1
394587,50:00.0,4.5,2012-03-21 01:50:00 UTC,-73.988385,40.721427,-73.988457,40.72752,1
613024,28:57.0,5.3,2010-05-19 10:28:57 UTC,-73.98658,40.758258000000005,-73.98874599999999,40.769047,3
794834,34:24.0,8.0,2012-12-27 02:34:24 UTC,-73.979862,40.780958,-73.968717,40.801628,1
667495,02:00.0,18.5,2012-08-10 20:02:00 UTC,-73.955795,40.766422,-74.015792,40.709722,3
568857,38:31.0,8.9,2011-10-26 22:38:31 UTC,-74.000159,40.726495,-73.979109,40.746241999999995,1
594855,07:00.0,9.3,2011-12-02 19:07:00 UTC,-73.971705,40.794312,-73.991552,40.769490000000005,5
884535,39:34.0,5.0,2015-05-07 17:39:34 UTC,-73.99888611,40.74552536,-74.00510406,40.74142075,1
909899,54:13.0,11.3,2011-09-13 09:54:13 UTC,-73.992143,40.758103000000006,-73.977166,40.736736,1
645346,29:00.0,13.0,2014-04-04 19:29:00 UTC,-73.982587,40.760529999999996,-73.95493,40.778285,1
671369,33:46.0,12.9,2010-08-06 20:33:46 UTC,-74.007888,40.705709999999996,-73.970803,40.753440000000005,1
299839,06:00.0,9.5,2013-03-08 11:06:00 UTC,-73.959707,40.758542,-73.960552,40.775652,1
824600,09:00.0,9.3,2012-03-09 14:09:00 UTC,-73.999125,40.759823,-73.98865500000001,40.744527000000005,2
910010,52:20.0,5.0,2015-01-09 22:52:20 UTC,-73.98609924,40.72650146,-73.98428345,40.73300934,1
254326,24:46.0,8.1,2009-07-08 19:24:46 UTC,-73.98692199999999,40.745079,-73.990286,40.725054,2
120482,47:00.0,7.0,2014-06-25 11:47:00 UTC,-73.97511300000001,40.765637,-73.963545,40.774322,1
688234,25:00.0,5.3,2012-06-28 13:25:00 UTC,-73.96146800000001,40.759687,-73.971673,40.760477,1
976380,11:03.0,27.3,2010-04-10 01:11:03 UTC,-73.991824,40.759427,-73.970047,40.687767,2
718196,34:00.0,15.7,2012-04-17 13:34:00 UTC,-73.94494300000001,40.774637,-73.994877,40.723212,1
